state,lga,name_school,latitude_north,longitude_east,ward,number_and_street,code_school,name_type_sector,name_type_location,name_type_school,shift_system_y_n,name_type_water_source,name_type_health_facility,any_classes_held_outside_y_n,shared_facilities_y_n,multi_grade_y_n,name_type_year,male_enrol,female_enrol,total erlrolment
GOMBE,AKKO,MANARU,9.8472812,10.8724454,KASHERE,MANARU,1160110123,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,246,177,423
GOMBE,AKKO,MARORI PRIMARY SCHOOL,10.286297,10.93702,AKKO,"ALONG JAURO HOUSE AMADA GOMBE, BAUCHI ROAD",1160110124,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,182,110,292
GOMBE,AKKO,MAISHANU PRIMARY SCHOOL,9.9961,11.111,TUMU,"MAI GANGA NORTH, MAISHANU",1160110125,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,94,43,137
GOMBE,AKKO,NGAUDERE PRIMARY SCHOOL,10.172026,10.998616,TUKULMA,ADJACENT TO JAURO RESIDENCE,1160110127,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,116,83,199
GOMBE,AKKO,NJAJA PRIMARY SCHOOL,,,LAMBI,AT THE NORTHERN PART OF NJAJA,1160110128,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,142,108,250
GOMBE,AKKO,NYABO PRIMARY SCHOOL,10.184818,11.244897,KALSHINGI,KALSHINGI ROAD,1160110129,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,No,Yes,2020/2021,147,71,218
GOMBE,AKKO,NAYINAWA,12.266606,11.152296,KALSHINGI,along jauro's residence,1160110130,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,313,301,614
GOMBE,AKKO,NJOMARI  PRIMARY  SCHOOL,,,AKKO,NEAR GOMBE AIRPORT   ALONG VILLAGE WELL ROAD,1160110131,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,46,16,62
GOMBE,AKKO,PANDA PRIMARY SCHOOL,58.08504,47.5675,KUMO EAST,PANDA,1160110132,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,114,69,183
GOMBE,AKKO,PANDAYA ABBAS,10.62,11.139,KALSHINGI,PANDAYA ABAS,1160110133,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,No,Yes,2020/2021,123,70,193
GOMBE,AKKO,PANDAYA HAJINA PRIMARY SCHOOL,10.7371,11.135,KALSHINGI,ALONG KUMO - KALSHINGI ROAD,1160110134,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,107,43,150
GOMBE,AKKO,PAPA TUKULMA PRIMARY SCHOOL,10.146207,11.043414,AKKO,PAPA TUKULMA,1160110135,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,No,2020/2021,39,29,68
GOMBE,AKKO,PAPAYEL PRIMARY SCHOOL,10.123168,11.046227,TUKULMA,GAMAWA ROAD,1160110136,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,39,36,75
GOMBE,AKKO,PARE,10.193568,11.231776,KALSHINGI,PARE,1160110137,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,43,34,77
GOMBE,AKKO,PANGURU PRIMARY SCHOOL,,,KASHERE,ALONG KASHERE ROAD,1160110138,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,187,105,292
GOMBE,AKKO,CENTRAL PRIMARY SCHOOL PINDIGA,9.985058,10.95027,PINDIGA,MAIN MARKET STREET PINDIGA,1160110139,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,807,746,1553
GOMBE,AKKO,PIYAU PRIMARY SCHOOL,9975630.0,11110419.0,TUMU,PIYAU,1160110140,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,Yes,No,2020/2021,138,120,258
GOMBE,AKKO,POLI PRIMARY SCHOOL,9.996309,11.035599,TUMU,POLI,1160110141,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,No,Yes,2020/2021,130,141,271
GOMBE,AKKO,RAI-ALHAJI PRIMARY SCHOOL,9.886353,11.035858,KASHERE,ALONG HEAD VILLAGE HOUSE,1160110142,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,130,75,205
GOMBE,AKKO,SABON GARIN BOGO PRIMAR SCHOOL,10.1555,11.126,GARKO,SABON GARIN BOGO,1160110143,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,Yes,2020/2021,791,867,1658
GOMBE,AKKO,SABON GARIN TIJJANI PRIMARY SCHOOL,11.07714,,TUMU,BAPPA KILAWA ROAD,1160110144,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,105,78,183
GOMBE,AKKO,SABON KAURA,,,PINDIGA,SABON KAURA,1160110145,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,112,104,216
GOMBE,AKKO,SAKARUMBU PRIMARY SCHOOL,95356.95,10585828.0,KASHERE,ALONG FUTUK BAUCHI ROAD,1160110146,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,292,81,373
GOMBE,AKKO,SAMBO DAJI,9.97396,11.06804,TUMU,SAMBO DAJI,1160110147,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,80,71,151
GOMBE,AKKO,SARKIN SHANU   PRIMARY SCHOOL,10.230682,11.144866,GARKO,SARKIN SHANU    BYPASS,1160110148,Pre-Primary and Primary,Rural,Regular,No,Pipe borne Water,First Aid Kit,No,No,No,2020/2021,181,97,278
GOMBE,AKKO,SHABBAL,10.0729999,11.18479,KUMO CENTRAL,BEHIND BCJA KUMO AFTER GARIN DANKWALI,1160110149,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,292,148,440
GOMBE,AKKO,SISI BAKO PRIMARY SCHOOL,10.147152,11.185111,GARKO,GARKO KALSHINGI ROAD,1160110150,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,184,121,305
GOMBE,AKKO,SHONGO HAMMA,10.304934,11.09875,GARKO,SHONGO HAMMA,1160110151,Pre-Primary and Primary,Rural,Regular,No,Other,First Aid Kit,No,Yes,No,2020/2021,161,148,309
GOMBE,AKKO,SHANGO IDIRISA,10.29187,11.083575,GARKO,"ALONG BAUCHI ROAD, NEAR  NTA",1160110152,Pre-Primary and Primary,Rural,Regular,No,Other,First Aid Kit,No,No,No,2020/2021,341,335,676
GOMBE,AKKO,SUMBE PRIMARY SCHOOL,,,PINDIGA,NEAR POLICE STATION,1160110153,Pre-Primary and Primary,Rural,Regular,Yes,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,123,134,257
GOMBE,AKKO,SOLOK PRIMARY SCHOOL,10.0089,11.9922,PINDIGA,SOLOK,1160110154,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,130,78,208
GOMBE,AKKO,TABRA,10.152,11.1222,GARKO,NEAR DISTRICT HEAD TABRA,1160110155,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,1646,1323,2969
GOMBE,AKKO,TALIYAWA PRIMARY SCHOOL,10.13,11.99,TUKULMA,TALIYAWA,1160110156,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,203,125,328
GOMBE,AKKO,TAMIJO PRIMARY SCHOOL,10.112553,11.019741,TUKULMA,TAMIJO,1160110157,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,42,57,99
GOMBE,AKKO,TAMPIPI,9.910172,11.05232,KASHERE,TAMPIPI,1160110158,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,142,85,227
GOMBE,AKKO,TASHAN TSAMIYA  PRIMARY SCHOOL,,,KUMO EAST,TASHAN TSAMIYA ALONG LAMBAM ROAD,1160110159,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,Other,No Health facility,Yes,No,No,2020/2021,151,91,242
GOMBE,AKKO,TUKULMA PRIMARY SCHOOL,10.132098,10.97476,TUKULMA,TUKULMA,1160110161,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,241,210,451
GOMBE,AKKO,TULMI PRIMARY SCHOOL,,,TUMU,TULMI,1160110162,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,Yes,2020/2021,146,128,274
GOMBE,AKKO,TUMBURU JAMA'ARE,,,KASHERE,TUMBURU JAMAARE,1160110163,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,273,168,441
GOMBE,AKKO,TUMBURU YUGUDA,9.91863,11.01309,KASHERE,TUMBURU Y,1160110164,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,Yes,2020/2021,196,159,355
GOMBE,AKKO,TUMFURE PRIMARY SCHOOL AKKO,10.284766,11.113291,GONA,"OPPOSITE NNPC DEPORT, BEHIND GONA DISTRICT HEAD RESIDENCE",1160110165,Pre-Primary and Primary,Rural,Regular,Yes,Other,First Aid Kit,No,Yes,No,2020/2021,554,492,1046
GOMBE,AKKO,TUMU PRIMARY   SCHOOL,10.03464,11.02755,TUMU,ALONG KOMBANI ROAD,1160110166,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,805,642,1447
GOMBE,AKKO,TSANGAYA  MODEL PRIMARY SCHOOL KUMO,,,KUMO EAST,TSANGAYA,1160110167,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,603,475,1078
GOMBE,AKKO,UBANDOMA,9.983045,10.956622,PINDIGA,"NEAR EMIRS PALACE, PINDIGA",1160110168,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,198,184,382
GOMBE,AKKO,WADAI PRIMARY SCHOOL,10.18392,11.043245,TUKULMA,ALONG GARIN SIDDIKI ROAD,1160110169,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,53,44,97
GOMBE,AKKO,WARRA PRIMARY SCHOOL,9.95355,11.069963,TUMU,WARRA,1160110170,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,112,81,193
GOMBE,AKKO,WAZIRI YAKUBU PRIMARY SCHOOL,10.0042,11.0034,TUMU,WAZIRI YAKUBU NEAR TUMU ABBATOUR,1160110171,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,149,164,313
GOMBE,AKKO,WUI-WUI PRIMARY SCHOOL,10.268118,10.955857,AKKO,OFF BAUCHI ROAD,1160110172,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,114,78,192
GOMBE,AKKO,WURO BOKKI  PRIMARY SCHOOL,101417.0,111220.0,GARKO,WURO BOKKI  ALONG JAURO STREET,1160110174,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,93,108,201
GOMBE,AKKO,WURO DOLE PRIMARY SCHOOL,10.358405,10.769158,AKKO,ALONG BAUCHI ROAD BOADER,1160110175,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,Yes,2020/2021,120,32,152
GOMBE,AKKO,WURO GIE,10.059012,11.22116,KUMO EAST,WURO GIE,1160110176,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,Other,First Aid Kit,No,No,No,2020/2021,104,125,229
GOMBE,AKKO,WURO KARAL,10.1674,11.1366,GARKO,WURO KARAL,1160110177,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,Yes,No,Yes,2020/2021,81,64,145
GOMBE,AKKO,WURO BIRIJI,10.254163,11.153175,GARKO,BYE-PASS GOMBE,1160110178,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,1077,1123,2200
GOMBE,AKKO,WURO JULI PRIMARY SCHOOL,10.265087,11.146083,GARKO,ALONG BYE PASS ROAD,1160110179,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,300,284,584
GOMBE,AKKO,WURO YOLA PRIMARY SCHOOL,,,KUMO WEST,WURO YOLA ALONG GOMBE YOLA MAJOR ROAD ABOUT 3KM TO KUMO FROM GOMBE,1160110181,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,Yes,No,Yes,2020/2021,150,91,241
GOMBE,AKKO,YANKARI PRIMARY SCHOOL,101252.0,111120.0,GARKO,OFF BY PASS GOMBE BIU ROAD,1160110182,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,No,No,Yes,2020/2021,72,48,120
GOMBE,AKKO,YAYA NGARI,10.100094,11.156074,LAMBI,AT THE ENTRANCE OF YAYA NGARI,1160110183,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,71,30,101
GOMBE,AKKO,YELWA PRIMARY SCHOOL,99.28975,10.936852,KASHERE,"BEHIND CENTRAL MARKET, YELWA",1160110184,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,115,94,209
GOMBE,AKKO,YELWAN BOGO,,,GARKO,YELWAN BOGO,1160110185,Pre-Primary and Primary,Urban,Regular,No,Borehole,First Aid Kit,Yes,No,No,2020/2021,240,191,431
GOMBE,AKKO,YELWAN MARARRABA,10.393368,11.084986,KUMO NORTH,YELWAN MARARRABA,1160110186,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,No,No,Yes,2020/2021,86,54,140
GOMBE,AKKO,YERIMA SHEHU PRIMARY SCHOOL,10.054703,11.275167,KUMO EAST,KEMBU ROAD,1160110187,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,241,176,417
GOMBE,AKKO,YOLDE BOKKI PRIMARY SCHOOL,10.013908,11.246085,KUMO WEST,5KM FROM KUMO TOWN ALONG AND OFF KEMBU ROAD KUMO,1160110188,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,Yes,No,No,2020/2021,175,166,341
GOMBE,AKKO,ZABIN KANI,10.193568,11.231776,TUMU,ZABIN KANI,1160110189,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,92,32,124
GOMBE,AKKO,ZAGAINA PRIMARY SCHOOL,10.320682,11.167724,GARKO,ZAGAINA    SOUTH,1160110190,Pre-Primary and Primary,Rural,Regular,No,Other,First Aid Kit,No,Yes,No,2020/2021,334,358,692
GOMBE,AKKO,ZANGE BELLO,,,KUMO WEST,ZANGE BELLO,1160110191,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,Yes,No,Yes,2020/2021,230,81,311
GOMBE,AKKO,ZEGO,,,KUMO NORTH,AFTER NORTHERN MOSQUE OF ZEGO,1160110192,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,121,43,164
GOMBE,AKKO,ZONGOMARI  PRIMARY SCHOOL,10.288507,10.967357,AKKO,ZONGOMARI,1160110193,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,57,34,91
GOMBE,AKKO,KATAM PRIMARY SCHOOL,10.2925759,10.9579181,AKKO,NEAR EMIR HOUSE,1160110210,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,95,49,144
GOMBE,AKKO,TONGO MANARU PRIMARY SCHOOL,9.0883403,10.854289,KASHERE,"TONGO MANARU AREA, ALONG GUDA LAMIDO ROAD",1160110211,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,304,269,573
GOMBE,AKKO,ECCDE AKKOYEL,10.047578,11.220533,KUMO EAST,AKKOYEL KUMO,1160110212,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,149,185,334
GOMBE,AKKO,JAURO BAKARI PRIMARY SCHOOL,,,AKKO,KALSHINGI ROAD,1160110213,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,No,Yes,2020/2021,49,56,105
GOMBE,AKKO,KOICA BARUNDE PRIMARY SCHOOL,10.26139,11.182903,GARKO,ALONG BYE PASS UNION BANK JUNCTION BARUNDE,1160110214,Pre-Primary and Primary,Urban,Regular,No,Borehole,Health Clinic,No,No,No,2020/2021,362,338,700
GOMBE,AKKO,IRORO SALIFAWA,,,KUMO EAST,ALONG DOGON RUWAIRORO SALIFAWA,1160110215,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,138,80,218
GOMBE,AKKO,JIGAWA PANDA PRIMARY,28.98348,56.33964,KUMO EAST,GARIN JIGAWA PANDA,1160110218,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,140,58,198
GOMBE,AKKO,CHIROMA KIDDA PRIMARY SCHOOL,3.753264,57.53892,KUMO EAST,CHIROMA KIDDA,1160110219,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,102,84,186
GOMBE,AKKO,KUMOYEL PRIMARY SCHOOL,29.99556,,KUMO EAST,KUMOYEL,1160110220,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,Yes,No,No,2020/2021,135,65,200
GOMBE,AKKO,WURO GARE PRIMARY SCHOOL,10.307855,11.0896,GONA WARD,NEAR BAUCHI ROAD,1160110221,Pre-Primary and Primary,Rural,Regular,No,Other,First Aid Kit,No,No,No,2020/2021,107,39,146
GOMBE,AKKO,GOLA PRIMARY SCHOOL,11.177119,1.1065774,TUKULMA,ALONG GONA TUKULMA ROAD,1160110222,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,Yes,No,No,2020/2021,18,27,45
GOMBE,AKKO,DUNDADU PRIMARY SCHOOL,10.189086,11.093962,GARKO,DUNDADU,1160110223,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,48,34,82
GOMBE,AKKO,WURO SIRA PRIMARY SCHOOL,,,TUKULMA,WURO SIRA,1160110224,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,130,92,222
GOMBE,AKKO,YARDA PRIMARY SCHOOL,10.093613,10.974153,TUKULMA,YARDA,1160110226,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,40,35,75
GOMBE,AKKO,"MALAM JAURO PRIMARY SCHOOL, PANDAYA",10.301996,11.177266,KALSHINGI,LEFT TO PANDAYA M. JAURO VILLAGE,1160110228,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,25,33,58
GOMBE,AKKO,CHILD BASE CARE CENTRE  DOLLI,,,AKKO,DOLLI GABAR,1160110229,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,63,52,115
GOMBE,AKKO,EARLY CHILD CARE DEVELOPMENT EDUCATION PINDIGA,9.984868,1.0951007,KUMO EAST,ALONG PINDIGA EMIRS PALACE DRIVE,1160110230,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,35,7,42
GOMBE,AKKO,ECCDE KOBUWA,10010783.0,11167289.0,AKKO,KOBUWA,1160110231,Pre-Primary and Primary,Rural,Regular,Yes,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,47,22,69
GOMBE,AKKO,AUWARU PRIMARY SCHOOL,10168080.0,1102679.0,TUKULMA,ALONG TUKULMA ROAD,1160110232,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,136,121,257
GOMBE,AKKO,PANDA TUKULMA PRIMARY SCHOOL,11.872,,AKKO,PANDA TUKULMA,1160110233,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,88,47,135
GOMBE,AKKO,ECCDE AKKO,10.290156,10.96755716,AKKO,ALONG BAUCHI ROAD,1160110234,Pre-Primary and Primary,Urban,Regular,Yes,No Source of Safe Water,First Aid Kit,No,Yes,Yes,2020/2021,55,29,84
GOMBE,AKKO,ECCE BADARA CHILD BASE CARE CENTER,,,KASHERE,BADARA,1160110235,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,57,63,120
GOMBE,AKKO,ECCDE BOGO,10.272218,11.208252,GARKO,BOGO,1160110236,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,186,229,415
GOMBE,AKKO,ECCDE TUMU EALY CHILD CARE DEVELOPMENT EDUCATION,10.03464,11.02765,AKKO,TUMU,1160110237,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,32,9,41
GOMBE,AKKO,KESU FARIN BONGO PRIMARY SCHOOL,9.86648,11.017682,KASHERE,,1160110238,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,Yes,2020/2021,154,64,218
GOMBE,AKKO,NADIYE PRIMARY SCHOOL,10.024002,11.155934,KUMO WEST,NORTH OF MAIGANGA NADIYE,1160110239,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,Yes,2020/2021,208,201,409
GOMBE,AKKO,KARGO PRIMARY SCHOOL,9.983412,11.141034,TUMU WARD,,1160110241,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,91,88,179
GOMBE,AKKO,MAI-SAJE PRIMARY SCHOOL,,,KUMO WEST,MAISAJE,1160110242,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,207,93,300
GOMBE,AKKO,PA'AWOL PRIMARY,10.260973,10.918573,AKKO,NEAR JAURO HOUSE,1160110244,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,170,45,215
GOMBE,AKKO,ECCDE KASHERE,9.904325,11.01047,KASHERE,ALONG KASHERE-BAUCHI ROAD,1160110245,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,84,51,135
GOMBE,AKKO,YOLE PRIMARY SCHOOL,,,GARKO,ALONG GARKO ROAD,1160110246,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,81,79,160
GOMBE,AKKO,GIRGAM PRIMARY,10.33942,11.185576,GARKO,ALONG KUNDULUM NEAR JAURO HOUSE,1160110247,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,128,117,245
GOMBE,AKKO,TIKE PRIMARY SCHOOL,10.040101,11.217129,KUMO CENTER,ALONG KEMBU ROAD,1160110248,Pre-Primary and Primary,Urban,Regular,Yes,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,330,325,655
GOMBE,AKKO,ECCDE KALSHINGI,10.172048,11.248817,KALSHINGI,KALSHINGI CENTRAL,1160110249,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,No,Yes,No,2020/2021,92,72,164
GOMBE,AKKO,NGAUDERE  TUMU PRIMARY SCHOOL,10.005339,11.055747,TUMU,NGAUDERE,1160110250,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,No,No,No,2020/2021,95,63,158
GOMBE,AKKO,GARIN GARBA PRIMARY SCHOOL,10.022316,11.019599,TUMU,OPPOSITE GARIN GARBA,1160110251,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,86,68,154
GOMBE,AKKO,IBBI PRIMARY SCHOOL KUMO,10.050421,11.19134,KUMO CENTER,BEHIND KUMO GENERAL HOSPITAL,1160110252,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,92,94,186
GOMBE,AKKO,TSANGAYA INTERGRATED SCHOOL KUMO JAUROJI,,,KUMO WEST,JAUROJI AREA,1160110254,Pre-Primary and Primary,Urban,Islamiyya integrated,No,No Source of Safe Water,No Health facility,,No,Yes,2020/2021,152,120,272
GOMBE,AKKO,WUDIL PRIMARY SCHOOL,,,GARKO,"ALONG KUMO ROAD, NEAR GARKO VILLAGE",1160110255,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,51,72,123
GOMBE,AKKO,KAYA PRIMARY SCHOOL,99.3611,11.035445,KASHERE,OFF KASHERE TOWN ALONG KAIGAMARI TOWN,1160110256,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,72,23,95
GOMBE,AKKO,GAGARA BAMI PRIMARY SCHOOL,,,PINDIGA,ALONG SABON KAURA ROAD NEAR JAURO'S PALACE,1160110257,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,34,28,62
GOMBE,AKKO,GARIN  KARIYA PRIMARY SCHOOL,10.0254372,11.084359,KUMO WEST,NEAR SABON GARIN TIJJANI,1160110259,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,97,94,191
GOMBE,AKKO,KAREMU WANZAMAI PRIMARY SCHOOL,48.8874,38.70756,KUMO WEST,ALONG DOGON RUWA ROAD,1160110260,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,108,82,190
GOMBE,AKKO,GARIN KARI PRIMARY SCHOOL,9.958147,10.982543,KASHERE,NEAR JAURO'S PALACE,1160110262,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,87,67,154
GOMBE,AKKO,KWAGOL PRIMARY SCHOOL,9.911007,11.00372,PINDIGA,ALONG KASHERE ROAD,1160110264,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,39,55,94
GOMBE,AKKO,ABDULLAHI AND HADIZA MEMORIAL SCHOOL,10.02389,11.27793,KUMO WEST,"ADJACENT EMIR'S PALACE, GARIN MODIBBO",1160110265,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,243,167,410
GOMBE,AKKO,KERE NOMADIC PRIMARY SCHOOL PINDIGA,,,PINDIGA,NEAR VILLAGE MARKET,1160110266,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,61,64,125
